记录ID,ASIN_Role,ASIN,Country,Data_Type,Field_Name,Content_Text
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Awesome Product
Took this with me to Madrid and Lisbon.  It works pretty much as advertised.  My ONLY complaint is that it does fall the magnet at times.  If they can secure the camera better it's a 5 star product.  But it records clearly and otherwise works great."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"More than fair price!
Great price and was more secure than anticipated! I love the magnet back so you can book it to your shirt!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good for outdoors
Was a gift and very happy"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Flawless
Amazing! Delivery  was flawless."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"It’s really good camera
It's a really good camera, practical for skiing and captures very good images despite the movement due to its full HD quality. The perfect size to fit any part of the body and the price is very good."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Compact and Handy Mini Body Camera
This little body cam is very convenient and easy to carry since it’s so small. The video quality is decent for its size, and it’s great for pet walks, travel, or work. The materials feel  durable,  it performs its main function well and the 128GB storage is a big plus."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Greta camera
Great camera"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Body-mounted Video Camera
Great little camera! Clear video quality, easy to use, and plenty of storage with 128GB. Perfect for work or travel."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Outdoors filming
This sports camera exceeded my expectations! The video quality at 1080P is excellent, and the 30FPS recording makes everything smooth and clear. I really like how compact and lightweight it is — easy to carry anywhere and perfect for biking, hiking, or even just casual use. The photo resolution is surprisingly high (over 12MP), and the images come out crisp.

Setup was simple, and the WiFi connection makes transferring videos super convenient. I also appreciate that it charges fairly quickly (about 2 hours) and supports up to a 256GB memory card, which is plenty of storage for long trips. The magnetic attachment and clip are very handy for getting different angles without hassle.

Overall, this is a great little camera — affordable, practical, and very reliable. I’d definitely recommend it to anyone looking for a budget-friendly action camera!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Questioning it.
It is a Nice design. The quality of the video is alright. The video they advertise for
This thing with the guy on the motorcycle I am not getting the same camera quality. A lot of the image blown out. Going to give it a few more tries battery lasted half a day. Will add photos at a later date and videos"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great image
Great project"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Not bad
Honestly it’s kinda cool like how many times have you missed a moment and you wished you had it on video. Only three thing I don’t like about it. The fps, way you connect and the app itself, Other than that it’s pretty cool. I definitely like being able to record me and my dogs adventures."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great and inexpensive
The video quality is amazing for the price! Bought for my son and he uses it all the time!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great Body Camera
This body camera is super convenient to carry around. The simple one-button design is easy to use, and the indicator light lets me know it’s recording. I’ve tried it with the magnetic pendant and the back clip, and both work great—the clip rotates so I can adjust the angle anytime"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good for sports- easy to use product
The video is fairly good quality and the interface with both the phone and USB port are easy and straightforward.  The entire product is easy to use and my 7 year old son and his friends loved using during sports!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"meh
Issues with app; I will see what happens when I go run today & try to update.
will also try to update after a via ferrata."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Shame, it almost had me.
The camera itself is great! However, it shutsdown after 3 minutes and offers no way to manage that setting, it is by design. However that defeats the purpose for which it was created. That is the only reason I'm giving it 3 stars. If that setting does not bother you then get it! It really is a great little camera. I'll be looking for a replacement soon."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"📸
I loved it, it's super practical, small for moments like going to the Orlando parks to record everything from the roller coasters, I really recommend it👋🏻"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Such a great camera!
We bought this camera on our friends’ recommendation, they have used it for more than half a year and are very happy. We are also very pleased with the quality, battery, and memory. Great little camera!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good product
Slightly difficult to figure out how to record with it,  but then figured it out,unsure about wearing during baseball for fear of it falling off, didn't feel a secure tight fit"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good but lacks reverse/forward functions
Good camera but lacks reverse/forward functions on app for playback."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Compact and easy to use Camera!
This camera is lightweight, small and will give you a clear video quality. The accessories make it convenient to carry and use anywhere. My cousin love it."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Hmmm
I wasnt able to use it during my last travel. was so excited but i cant connect it in my phone. i got date and everything. Maybe on my next trip"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Sport camera
Súper cool si quieres hacer contenido y no te gusta que te vean con el celular ! fácil de instalar todo ! Me gustó muchoo"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Product works great
Very simple to use and works as advertised and Im satisfied with the purchase and hope it will last. It would be nice to be able to turn off the LEDs when using in certain circumstances and I would like to NOT have loop-recording, but no problem, Im still satisfied with the product."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Statics while recording
I like this camera,  ice had a few issues with the quality.  I've used it a few different times just to make sure it wasn't me.  The quality is good when it's working right,  but when recording it'll cut out so while recording it looks like static in the video."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Practical, discreet and easy to use✅
I was looking for something compact and easy to carry, and i really liked it. It's very light and small, and you can use it with a clip or a lanyard, depending on your needs. The video quality is quite good for its size, and the 128GB memory provides plenty of space to record without constantly erasing. What i like most is that it can be used hands-free and goes unnoticed, ideal for recording during hikes, trips, or even at work. The audio is sound good, and the battery lasts for over 3 hours. A very good value for money ✌🏻"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Capable, but Lacking
Straight out of the box, this little camera works great. It's not GoPro or 360 mini camera quality because it's only 1080p. It does record quite clear video, but the audio is useless. Too much wind noise while bicycling. Also, the footage is quite shaky even when riding on pavement and the camera blows out when directed towards a bright light (i.e. the sun). But I really shouldn't complain, it records the necessary footage while I'm out riding and that's the important thing. Well, that and it's 1/5 the cost of those name brand cameras. I'd buy it again if I wasn't on a budget"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good little camera. Strong Magnet. Good video. Size of BIC lighter.
Decent lil camera for body worn.
Comes with necklace, that you put under your shirt, then put cam on top.
Comes with SD card inserted and ready. USB-C connection to charge and sync.
Also comes with wifi, so you can connect phone directly to it, and see what it sees.
Battery seems OK.
It seems fairly tough, would be nice to have a carry case or something to put cam and accs in.
Not waterproof for swimming, but looks like it could handle being on you if it was sprinkling.
Only weighs a few ounces. USB-C to C ,cable included, with C to A(male) adapter.
It was a black cam as it stated."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Quality
Easy to use with good quality recording and a long life battery"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Works like it should
Works like it should"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great camera
Quick Review: This mini body camera is an awesome way to capture moments on the go! Its small sized design and magnetic mount make it super versatile for hands free recording. The one button operation is so simple, you can start recording in seconds without any issues. The 1080P resolution provides clear video quality, and the 128GB memory card means you have plenty of storage right out of the box. I use it for quick videos, this little camera is a reliable and easy-to-use."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Distortion
Sound gets easily distorted."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Connections and accessories issues.
Ok product for the price. Had issues with phone connections (still does not work), direct connect to a laptop (still does not work), for some reason it only works by using hard connection to a chrome laptop. Talking about accessories, the magnet is OK, but the clip on broke the next day and can not use the camera attached to clothes or a hat."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Not ideal to wear during games
Sports camera? Not at all.  If you intend to buy this camera to wear while on active sport, soccer in my case, don’t!  It has no stability recording -wabbly videos, and poor images, sound is not the best.  The size is ideal and easy to carry.  Many options to wear on body however
If you intent to buy to wear while playing sports I don’t recommend.  I will test this during a game, but basic running around didn’t deliver as expected."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Practical camera
Very practical camera! Easy to use, and easy to follow instructions come with it. The quality is good as well. I use it for creating my fishing videos and it’s been amazing!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great value!
This camera is awesome! We got it for our daughter to use when she goes mountain biking. It's so easy to use. Great video quality and the microphone is better than expected! She is a very energetic bike rider and the magnetic neck strap was awesome!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Does pretty good for my electric bike rides
Good quality videos. It’s quite small which is nice. Sits on the necklace nice and stable with the magnet necklace it came with. So it sits firmly on my chest area while riding with a simple one push button feature. Easy to use idk about waterproof though.
Sound is pretty good for the wind blowing but stationary position it does great.  Sits in place and hasn’t fallen off so good stable accessory to have"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good on the trails
Amazing new toy I bring with me on my bike rides
This mini body cam completely exceeded my expectations. It’s small and lightweight, making it easy to clip on and wear without feeling bulky or uncomfortable. The video quality is excellent—clear footage both during the day and at night, thanks to the night vision feature. The battery lasts a good amount of time, and charging is quick and simple.

I also love how easy it is to use—just one button to start recording, and it saves everything securely. The wide-angle lens captures a lot of detail, and the motion detection is a nice bonus. This camera is perfect for personal security, work documentation, or even capturing casual outdoor adventures."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Compact and cool!
Ordered this for my son. He loves it!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Just okay. Poor battery life.
So far it’s just okay. Battery life isn’t great for me like other users reported. I wore it on a 3 hour inspection and, by 2 hours, it shut itself off due to battery. Also, when worn on the shirt with the magnet, it angled up so the field of view is off. Found that waist / belt worn is best. Quality of video is okay, nothing special. The app makes you connect to the wifi on it (turn it on then double tap the button quickly to enable wifi). The password for the WiFi is 12345678."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Está bien
La verdad que está bien... No es la gran cosa pero cumple su función"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Regular camara
Me la puse en el cuello y con el viento hace muchísimo ruido no me gustó por ese motivo"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"best Budget camera but with limited features
It is a best budget camera with good picture quality. But as it seems good for the price, there are certain cons for its budget.
1. There is NO stabilization available. Expect a VERY SHAKY VIDEO .Not advisable when you are walking, running , only good when your sitting down and not creating too much movement.
2. This camera is phone dependent. After downloading  the app into your phone, you may  play/pause ONLY in mobile phone.  It can't play on its own when the app is not around.
3. Picture quality is good, except for dark areas and extreme light condition.
4. Very compact and can fit your pocket.
5. Sound quality , not good."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Records only 3 minutes per file. Records multiple 3 min. clips.
Picture quality is not bad for simply documenting what you are doing, but not production quality.  I wish the camera head was tiltable, even just a little, to help control capture area.  Reviews for the app on Play Store were so bad that I wasn't confident enough to download the app.  And perhaps the worst part of the whole camera is the way it records.  Although it states continues recording, it actually records in 3 min segments.  Every file is just 3 minutes long and it is tedious looking through them all to find what you are looking for."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Simple and Works
Not high quality video but if you're looking for something simple, this is great!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Cheap camera but does a entry level job
Works good , good quality, videos are a little shakey . Con is : is  heats and turns off unexpectedly"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Could be better for the money
What they dont tell you is that it is wifi based.  Meaning it connect to your phone via wifi not blue tooth.  Then you have to download a sketchy Chinese app to operate.  Despite being free it has alot of bugs and issues.

I think I should of went for the more expensive ones simply because this product is not truly worth what your paying.  For 20 or 30 dollars more I could of gotten something better I see that now.  Over all its fair and ok for hidden camera feed and lack backlight making dark videos and then you may have to convert the videos.  The part that sucks is the device gets hot and the magnet it has can damage other items like screens and other tech.

The app bugs alot and is so confusing to use.
And device bugs alot and you have to reset it and turn it off and on.

  It vibrates alot turning it on and off does and just about everything and that decreases the battery life even more and there is no option to remove the led blinking when recording or vibration to save battery life.

After one use I see the battery didn't last long either it was down to one bar after vibrating alot at one restraunt visit.  I tried to record my walking experience and it was not easy.

Over all its a good hidden body cam but that is it, I wouldn't say its for sports,  maybe casual nitting or cooking and blogging but nothing athletic.  Also the app is sketchy and doesn't work often.  I think you should of made a bluetooth feature for phones and none wifi situations"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Fun, simple bodycamera
Happy with this purchase. It's a fun, simple, inexpensive body camera. I've used it mainly for baseball games to do a ""coach-cam"" and on vacation recording family outings.  It's a high enough resolution that you can zoom in when editing and capture plays further out in the field. The magnet backing is strong, so it's stayed on me while mountain biking, kayaking, umpiring, and hiking.  The button controls are very easy to turn it on, start recording, turn it off, etc.  I found it much easier to use the button controls than the app.  The audio quality is pretty good, although with windy days it can struggle.

The app itself was not user friendly and I chose not to use it. It took a while to understand that the camera creates a wi-fi network, and the phone has to connect to it in order to access the controls. Then, when recording, the phone screen has to stay on while recording. This didn't work during baseball and other activities. It's a bit tedious to connect the cam to a laptop and download the videos but manageable.

For the price, this camera is worth it."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Nice camera for the money
Nice camera. Not enough accessories for it."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Security husband approved.
Got it for my husband for work. Works for him. App is good."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"pretty good quality just the range from your phone and the camera isnt the best
it is a pretty good camera pretty good quality and works fine,pretty good storage, lightweight,sound is decent, the accesories work good, and good battery life."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Nice portable camera
It's a great camera for everyday use for jogging or general outdoor activity. Worth it and easy to use."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Beyond what I expected
This camera was a surprisingly good purchase. The price is right, the size is right. It comes with a magnetic necklace that you can slip under your shirt and the camera will stay on it throughout the time. You can connect to your phone and record. Sound was a little muffled and but not distorted. Picture quality is fine for the size that it covers. It’s pretty simple to use also , just follow instructions everything works the way it says it will with the app. All functions work and seems pretty private"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Lo ame
Me encantó"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Cool idea but needs improvement
Why did you pick this product vs others?:
It is good for the price it is at. the biggest issue I had was sound quality which is not the best. I figured I would only use it as a soundless recorder. Video quality is pretty good but when running or moving fast the camera would sometimes flip the screen. I had my son wear it during a baseball game. It was cool to see from his point of view as he ran the bases and caught the ball. However it would fly off when he would swing the bat. It only records clips (up to 10 mins) so I figured sound isn't really needed and I will be taking it with me on fishing trips and hiking. The app is functional but really not the best either, when I was downloading one of the videos the camer froze and I was unable to do anything with it till it naturally ran out of battery  "
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"good camera for the money
i really like this camera it’s nice to carry around "
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great size but won't pair with phone.
Amazing size and magnetic strength. I loved it to start. Soon i realized that it would only pair with my phone with wifi around. I plan to travel off the grid a bit. I would need to buy a Hotspot plan. Nope. I sent it back. 3 stars for size and magnet."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good quality camera for the the price
We used it for horseback riding. The files were so big that a computer is needed to view the videos. The adapter we had wouldn't read the large files."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great camera
I love this camera, it work wonderfully and has great graphics. If you're looking for a camera for your adventures,  this would be the one products you should get."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Clear picture/Sports camera
The camera operates well. Only down fall is the need for WiFi which is noted in the description.

I am running it away from WiFi on my hotspot on my phone or watch.

Finally I am thankful I did have a lanyard so I wear it around my neck I don’t usually wear cameras that way. I do also have a magnetic pendant from a different area."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Not Great Quality
Bought as a cheap RC car action camera for taking FPV videos. It works, but the image quality isn't great. Sound is very very sub-par. Also the clip can't be rotated an even 90 degrees, and the image itself flips vertically when recording if the camera sees too steep an angle, or is jostled.
You get what you pay for."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good body camera
Really impressed with this little camera! The thumb size design is incredibly discreet and the 1080P video quality is descent. Love that it comes with everything you need mounting clips, charging cables, and 128GB storage.
Pros: Super compact, okay video and sound, complete accessory kit.
Cons: Battery could last longer for all-day use"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"3 stars
App isn't coming up in settings. Haven't been able to use it yet"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Cheap Affordable
good just issues with Bluetooth Config"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"So far so good
I have used it while taking BP, I want to mount it to a catchers helmet to better see pitch location. It did take a while to arrive."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great deal!
So far it’s a great product for the price! Definitely could use some kind of stabilizer when attached to your shirt while walking. But it’s just fun to have."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Small but mighty
Camera had great quality for how little it is. The magnet attachment works great and really easy to use.. Shipping was fast, and everything came in the box.."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good product
Really good product and does what it was intended for.
Only con I have is the magnet pad slips while on clothing."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great Camera!
Good camera quality with decent microphone. It picks up on the wind a bit but other than that it is a great camera. Magnetic capability is insane. Definitely recommend to buy for a beginner camera!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Easy to use
This product is really worth how much you are paying for it. It is very easy to use specially when I am playing softball. It also very easy to download the videos to your phone and be able to access.  The only part that I didn’t like is that the app can be hard to understand and use at first but one you get used to it, it can be very easy to use!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Ok for the price
It only works with wifi so it is difficult if you don’t have a hot spot. It’s hard to connect to the phone. The video quality is decent"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good value
Its decent for the price and what it is. it is smaller than what i thought. I haven't been able to test the battery life but i have noticed that after use when its just sitting off the battery is dead every time i go to charge it. so there seems to be a power draw at all times.  Low light will have poorer quality but during the day it seems pretty decent. +"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Meh
Not a bad camera for the price, the magnetic holder is junk tho i lost the camera on the second day of using it. Not likely to replace it"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Don’t throw away the instructions.
This camera has been pretty good. We are having some trouble with connecting it to our phones. But once it’s connected it’s been great!!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Not worth $60, dropshipped item
It takes video in 480p or 576p and upscales it to 1080p, basically lying about it's resolution. It only records in 3-minute chunks too, so if you're recording for longer than that, you have to stitch the videos together. This is a terrible product and it's not worth $60... BUT it does record, and if that's all you need it to do, you should try to find the supplier for these dropshippers and whitelabel resellers."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Video quality
If the quality was better I would be happy, I purchased because I saw review videos that had quality that was crystal clear. That was not the case for me! I wish I didnt have to return!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"So far so good!
So far so good. Works as described. I like the size and options of wearing."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Outdoor audio is poor. Picks up the slightest breeze of wind
Nice camera. I wish it had longer recording time. Indoors it might be a fine camera but the microphone is very sensitive to wind. I wanted to use this camera to compliment my videos for vlogging. If you watch this video you’ll hear that it’s basically non usable audio. Just an FYI if you’re using this camera for outdoor events, you may want to see if you can get a foam cover for the microphone."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Sports camera H.264
Product works as it should, not a fan of how you connect to your phone but for the price it's not bad."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great body cam for teens!
Bought for my son to use during track and baseball. He loves it!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Connection
Had a hard time connecting to the my phone. Had to continually reconnect. Not very good stabilization."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"A decent product
The magnet necklace and clip hold well and hold the camera nicely. I used this device on a motorcycle ride. It was comfortable without worrying it would fall. I just wish the video quality was better and that there was some kind of loud noice dampener on the mic. The wind was unbearable to hear on the recording. It was the only thing I could hear to be honest. The phone app and interface are easy to understand and navigate. The recordings are sadly only 10 minutes or so though so I couldn’t record my entire ride. Overall not a bad product but could use some tweaks."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good, but overheats often
I think this camera is pretty good! it does it's job, but I was unaware that it separates long recordings into shorter ones, that's okay though.
what get's me a bit is that it overheats, pretty frequently, which can make the video quality drop immensely. The overheating can also happen when just trying to look at the videos you took. For example,  I took this camera to a convention, but I only recored about a 4th of my day, and it took several attempts to even see the videos without the camera heating up and stopping. I had to try on 3 seperate attemps to see aout 3 videos at a time before it heated up too fast.
So it's an okay camera, it records well, but trying to get the videos without it heating to the point of not working is a challenge."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Possibly great?
Well, in theory, it's a great little camera. However, we turned it on  and got it all connected...and then the app froze, the camera froze.. nothing can connect, the camera can't turn off.. so... I guess we'll wait until it runs out of battery and try it again."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good camera for price
Good camera for the price"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good for the price
Good little camera for the price. Video quality is fine but the sound isn’t great. My biggest complaint is that when you have it mounted horizontally the video randomly flips while recording and there’s no way to lock the orientation. Other than that I’d say it’s worth the price"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Light hard to see outside
Works well, recommend practicing with the buttons first before doing anything important. The lights are hard to see in daylight, so may not be apparent if you are recording or not. Haven’t figured out how to change Wi-Fi password on the device."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Excellent video quality
I really enjoy using this camera.  Battery life is good and the clarity of the video is excellent.  However, if you live an active lifestyle (i.e. Skiing, Mud Races, Running, etc..) make sure that you use the tether provided.  The ballistic movement will shack the camera free.

Overall, I would recommend this product,"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Good value
This product works well and comes with a variety of ways to wear it. Well, I wish it was a little bit smaller, it is compact enough to be able to wear without it being too heavy. The clarity of the video is good."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great more teens who want to take video
It was a gift for nephew, he love using it. He wanted small camera for himself to make video."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Great quality for price
It’s a great quality camera for the price unfortunately, it’s not ideal for running. It’s a great body camera and captures very well. Good product, high quality!"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Only records up to 3 hours on full charge.
Overall great body camera. Still had to convert to MP4 to watch on my TV, product shows to be MP4 when I purchased. I do have CamPro body camera that shows to be MP4 and I don’t have to convert. Anyway I don’t mind due to this product performance otherwise. Scale 1 to 10 I’m giving a 9."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"it works
it’s a camera"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Compact camera
This camera is compact and easy to use. It takes clear videos and sound but we have trouble connecting to the app and wifi."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Feature_Praise,"Seems good but
I’m having trouble setting up the app"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Funcionó solo una semana!
Funcionó solo una semana. Al inicio todo parecía bien, grabaciones y funciones perfectas. Al cabo de una semana de uso, sin golpes sin mal trato, de repente la cámara se apaga sin razón, se trata de prender y no funciona. Llego el momento que nunca más prendió. No la recomiendo."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"NOt great as expected
The video quality is not that great"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Won’t connect
Couldn’t get it to work at all :("
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Doesn’t work
This camera is no good. I tried using it multiple times to record exchange of my son with high conflict ex. Didn’t even record when it was showing it was on. Do not recommend buying this camera."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Poor video quality and rotated unexpectedly
Terrible. Had to return it. Quality was poor and when using it while running the view would rotate on its own without me rotating the actual device."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Good camera for the price
Doesnt work"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Footage 😞
Footage sucks"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Needs better image stabilization
Good picture but the image stabilization was not sufficient at all."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Sad purchase
Stopped working after 3 usage"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"WiFi Dependent
This depends on WiFi to record. If you take it out into rural areas like they do in the promo you loose WiFi and end up with 50 interrupted video clips due to loss of WiFi."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Good concept if it works.
The clip broke while trying to use it. Cannot get the camera to sync with my android. The device would be a good tool if it worked.  When it was needed it wasn't available.  Now I have to pay a attorney to handle a situation."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"No feasible
I never got a chance to really try it.  In order to use it, you must have WiFi connections and ability to connect with each use (no cellular or Bluetooth) which made it difficult in most areas."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Odd red hue on every video
The entire video captured had a red hue. All film captured by the camera was unusable because of the distorted color."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"You get what ya pay for
Great for hobbies or something that you don’t really want clear videos.

And no real editing to combined all the mini videos.

Legit get what ya pay for. Gonna get the insta360"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Don't buy it
Trash  don't know if it took video the app gives you no help  it just shows live view"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Defective
Will not upload to computer no matter what cord. Says the device is not recognized. All attempts to fix it point it to the camera being defective."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Dosent work and I wasted my money
This sucks and dosent work waste of money can't even charge it after it dies the first time"
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Best for a car
Too shaky when worn."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"Bad quality and video shaking is crazy
The worst body camera I've ever bought. The quality is so bad and there's so much shaking when you're moving. Can't imagine if how worse the shaking gets when you're running or whatever else. Definitely not worth the price. Bad quality."
,Competitor_Exact,B0DH3FV295,US,Review_Insight,Pain_Point,"VERY DESAPPOINTING PRODUCT
Very disappointing product, the camera was difficult to set up, and the image quality is poor. The resolution is not as advertised, and overall, it doesn't function properly. I wouldn't recommended this product based on my experience."
